20,1200,1,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,pop1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0689","pop1","499","501","500","501","502","502","499","499","500","498","499","499","502","502","503","502","504","505","500","500","499","500","498","502","505","505","501","502","502","503","499","500","501","501","501","499","497","497","500","497"
"0690","pop1","499","502","499","504","502","503","500","499","500","499","500","500","500","501","501","502","505","501","500","501","503","500","499","502","505","503","501","502","502","502","498","498","500","503","499","500","504","506","499","499"
"0691","pop1","498","501","499","504","502","502","499","499","499","499","500","499","500","500","501","502","502","503","498","500","499","500","497","498","505","504","501","502","501","501","499","499","499","501","499","500","497","498","499","501"
"0692","pop1","498","498","501","502","502","501","498","498","500","499","500","499","500","500","502","499","504","502","498","500","500","501","499","501","505","504","501","502","500","500","500","500","500","501","499","499","502","497","497","497"
"0693","pop1","499","499","503","502","501","503","500","499","497","497","500","500","500","499","501","502","502","501","495","502","499","499","502","500","505","500","502","502","502","501","499","498","500","500","498","498","497","498","499","502"
"0694","pop1","498","498","500","501","502","502","500","499","499","498","500","498","500","499","502","498","505","502","500","502","499","499","498","500","505","499","501","503","502","499","499","498","500","500","499","500","502","497","501","501"
"0695","pop1","501","501","500","500","502","502","499","499","498","497","500","500","500","499","503","503","505","503","500","500","499","502","498","502","505","504","501","502","503","503","498","498","502","504","499","497","502","497","500","502"
"0696","pop1","501","500","500","501","502","502","500","499","500","498","500","499","500","499","501","502","505","502","500","500","499","498","502","500","505","505","501","501","500","500","498","501","500","499","500","498","502","503","499","499"
"0697","pop1","498","499","499","504","502","502","500","499","500","499","500","500","500","501","502","498","505","501","497","501","501","504","502","502","505","503","502","502","502","502","500","498","499","499","499","500","502","498","499","497"
"0698","pop1","498","499","500","503","502","502","499","498","499","498","500","499","500","499","501","502","505","506","500","502","503","500","498","502","504","503","501","501","502","500","498","498","499","499","501","498","502","498","499","497"
"0699","pop1","499","501","500","504","502","502","499","499","500","498","500","500","500","500","501","501","506","501","495","502","499","500","497","498","505","504","501","502","502","500","499","498","500","500","500","497","497","504","499","498"
"0700","pop1","498","501","503","502","502","501","500","499","498","498","500","500","498","501","502","499","504","502","498","502","499","503","497","502","505","503","501","502","502","501","500","498","500","503","499","497","504","504","499","497"
"0701","pop1","498","501","499","499","501","503","500","500","500","498","500","500","500","500","503","502","504","501","497","495","499","503","499","500","505","504","501","502","502","503","500","498","503","499","499","499","502","504","501","497"
"0702","pop1","498","499","499","502","502","502","499","499","500","498","500","499","500","500","501","502","504","504","500","502","499","503","499","502","505","505","501","501","500","501","499","498","500","500","499","500","497","504","499","501"
"0703","pop1","498","501","503","499","502","502","500","499","498","498","500","499","500","500","502","502","506","502","495","501","499","500","502","501","505","504","502","503","502","501","499","498","503","503","500","500","502","504","500","500"
"0704","pop1","499","499","501","499","502","502","499","502","499","498","500","500","500","500","502","498","502","503","500","500","499","503","499","499","505","505","501","502","500","501","500","500","500","501","499","500","502","504","500","499"
"0705","pop1","498","501","499","499","502","501","500","499","500","498","500","500","500","499","503","502","505","502","500","495","499","499","499","498","505","503","501","501","503","501","500","498","501","501","499","500","504","503","499","501"
"0706","pop1","498","498","500","500","502","502","499","499","500","499","500","499","500","500","502","502","506","502","498","495","499","498","499","501","505","505","501","501","502","502","500","498","503","499","497","497","502","497","499","499"
"0707","pop1","501","500","501","503","502","501","499","499","499","498","499","499","500","500","501","501","506","502","498","501","503","500","497","499","505","505","501","501","502","501","498","498","503","503","500","500","502","504","500","498"
"0708","pop1","499","499","501","499","502","502","499","499","499","498","499","499","500","502","503","502","504","501","500","500","499","501","497","499","505","504","501","501","502","500","500","498","499","501","501","500","502","498","500","496"
"0709","pop1","498","498","500","503","502","501","499","501","499","499","500","500","501","499","502","502","505","502","500","502","500","504","497","502","505","505","501","501","503","500","499","501","500","502","500","500","502","504","501","497"
"0710","pop1","498","501","500","499","502","503","499","499","499","498","500","500","500","500","503","502","505","502","497","495","499","500","499","500","505","499","501","502","500","501","499","500","499","501","500","498","497","506","501","497"
